"" "A_1" "A_10" "A_11" "A_12" "A_13" "A_14" "A_15" "A_16" "A_17" "A_18" "A_19" "A_2" "A_20" "A_3" "A_4" "A_5" "A_6" "A_7" "A_8" "A_9" "B_1" "B_10" "B_11" "B_12" "B_13" "B_14" "B_15" "B_16" "B_17" "B_18" "B_19" "B_2" "B_20" "B_3" "B_4" "B_5" "B_6" "B_7" "B_8" "B_9" "C_1" "C_10" "C_11" "C_12" "C_13" "C_14" "C_15" "C_16" "C_17" "C_18" "C_19" "C_2" "C_20" "C_3" "C_4" "C_5" "C_6" "C_7" "C_8" "C_9" "similarity_heatmap.png" "similarity_scores.csv"
"requires" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.4149377593361 0.432900432900433 0.418410041841004 0.434782608695652 0.420168067226891 0.436681222707424 0.518134715025907 0.48780487804878 0.48780487804878 0.471698113207547 0.467289719626168 0.492610837438424 0.471698113207547 0.469483568075117 0.48780487804878 0.495049504950495 0.490196078431373 0.480769230769231 0.485436893203884 0.476190476190476 0.490196078431373 0.492610837438424 0.5 0.510204081632653 0.497512437810945 0.478468899521531 0 0
"solar" 0 0 0 0 0 0 0 0 0 0.3690036900369 0 0 0 0 0 0 0.395256916996047 0.386100386100386 0 0 0.427350427350427 0.858369098712446 0.873362445414847 0.858369098712446 0.420168067226891 0.836820083682008 0.862068965517241 1.3215859030837 0.87719298245614 0.873362445414847 0.873362445414847 0.43859649122807 0.865800865800866 0.425531914893617 0.4149377593361 0.432900432900433 0.836820083682008 0.869565217391304 0.840336134453782 0.436681222707424 0 0 0 0 0.467289719626168 0 0 0.469483568075117 0 0 0 0 0 0 0 0.492610837438424 0 0 0 0 0 0
"such" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.4149377593361 0.432900432900433 0.418410041841004 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"technological" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.518134715025907 0.48780487804878 0.48780487804878 0.471698113207547 0.467289719626168 0.492610837438424 0.471698113207547 0.469483568075117 0.48780487804878 0.495049504950495 0.490196078431373 0.480769230769231 0.485436893203884 0.476190476190476 0.490196078431373 0.492610837438424 0.5 0.510204081632653 0.497512437810945 0.478468899521531 0 0
"time" 0.784313725490196 0.373134328358209 0.746268656716418 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.740740740740741 0.75187969924812 0.738007380073801 0.75187969924812 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.772200772200772 0.37037037037037 0.746268656716418 0 0 0 0 0.420168067226891 0 0 0 0 0 0 0 0 0 0.4149377593361 0 0 0 0 0 0 0 0.975609756097561 0 0 0 0 0 0 0.495049504950495 0.490196078431373 0 0.970873786407767 0 0.490196078431373 0 0 0.510204081632653 0 0.478468899521531 0 0
"use" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.775193798449612 0.390625 0.395256916996047 0.386100386100386 0.740740740740741 0.373134328358209 0 0 0 0 0 0 0 0 0 0.436681222707424 0 0.43859649122807 0 0.425531914893617 0.829875518672199 0 0.418410041841004 0 1.26050420168067 0 0 0 0.48780487804878 0.471698113207547 0.467289719626168 0 0.471698113207547 0 0.48780487804878 0.495049504950495 0 0.480769230769231 0 0 0 0 0 0 0 0.478468899521531 0 0
"powered" 0 0.373134328358209 0.746268656716418 0.72463768115942 0.75187969924812 0.75187969924812 0.754716981132076 0.740740740740741 0.75187969924812 0.738007380073801 0.75187969924812 0.384615384615385 0.497512437810945 0 0 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0.429184549356223 0 0.429184549356223 0 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0 0.432900432900433 0.425531914893617 0 0 0 0.434782608695652 0 0 0 0 0.48780487804878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"emissions" 0 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.858369098712446 0.420168067226891 0.418410041841004 0.431034482758621 0.881057268722467 0.87719298245614 0.436681222707424 0.873362445414847 0.87719298245614 0.865800865800866 0.425531914893617 0.4149377593361 0.432900432900433 0.836820083682008 0.434782608695652 0.840336134453782 0.873362445414847 0 0 0.48780487804878 0 0 0 0.471698113207547 0 0 0 0 0.961538461538462 0.485436893203884 0 0 0 0 0 0.497512437810945 0 0 0
"predictive" 0.392156862745098 0.746268656716418 0.746268656716418 0.72463768115942 0.75187969924812 0.75187969924812 0.754716981132076 0.740740740740741 0.75187969924812 0.738007380073801 0.75187969924812 0.769230769230769 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.740740740740741 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48780487804878 0 0 0.467289719626168 0 0 0 0 0 0 0 0 0.476190476190476 0 0 0.5 0 0 0 0 0
"autonomous" 0.392156862745098 0.746268656716418 0.746268656716418 0.72463768115942 0.75187969924812 0.75187969924812 0.754716981132076 0.740740740740741 0.75187969924812 0.738007380073801 0.75187969924812 0.384615384615385 0.497512437810945 0.392156862745098 0.775193798449612 0.390625 0.790513833992095 0.772200772200772 0.740740740740741 0.746268656716418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"through" 0.392156862745098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.386100386100386 0 0 0 0 0 0 0 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0 0.436681222707424 0 0 0 0.4149377593361 0 0.418410041841004 0 0 0 0.518134715025907 0.48780487804878 0.48780487804878 0.471698113207547 0.467289719626168 0.492610837438424 0.471698113207547 0.469483568075117 0.975609756097561 0.99009900990099 0.490196078431373 0.961538461538462 0.970873786407767 0.476190476190476 0.980392156862745 0.492610837438424 1 0.510204081632653 0.497512437810945 0.478468899521531 0 0
"endangered" 0 0 0 0 0 0 0 0 0 0 0.37593984962406 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.858369098712446 0.420168067226891 0.836820083682008 0.862068965517241 0.881057268722467 0.87719298245614 0.873362445414847 0.873362445414847 0.87719298245614 0.865800865800866 0.425531914893617 0.4149377593361 0.865800865800866 0.836820083682008 0.434782608695652 0.420168067226891 0.873362445414847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"based" 0 0 0 0.36231884057971 0 0.37593984962406 0 0.740740740740741 0.37593984962406 0 0.37593984962406 0 0.497512437810945 0 0 0 0 0 0.37037037037037 0.373134328358209 0.427350427350427 0 0.436681222707424 0 0 0 0.431034482758621 0.440528634361233 0.87719298245614 0.436681222707424 0.436681222707424 0 0.432900432900433 0 0 0 0.418410041841004 0.434782608695652 0 0 0 0 0.48780487804878 0.471698113207547 0.467289719626168 0 0.471698113207547 0.938967136150235 0 0.495049504950495 0 0 0.485436893203884 0.476190476190476 0.490196078431373 0 0 0 0 0.478468899521531 0 0
"species" 0 0 0 0 0 0.37593984962406 0 0 0 0 0.37593984962406 0 0 0 0 0 0 0 0 0 0.854700854700855 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.873362445414847 0.87719298245614 0.865800865800866 0.425531914893617 0.4149377593361 1.2987012987013 0.836820083682008 0.434782608695652 0.840336134453782 0.873362445414847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"analytics" 0.392156862745098 0.373134328358209 0.746268656716418 0.72463768115942 0.37593984962406 0.75187969924812 0.377358490566038 0.740740740740741 0.75187969924812 0.3690036900369 0.75187969924812 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.518134715025907 0 0 0.471698113207547 0 0 0 0 0 0 0 0 0 0.476190476190476 0 0 0.5 0 0 0 0 0
"blockchain" 0.392156862745098 0 0 0 0 0.37593984962406 0 0 0 0 0 0 0 0 0 0.390625 0 0 0 0 0 0.429184549356223 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.518134715025907 0.48780487804878 0.48780487804878 0.943396226415094 0.467289719626168 0.985221674876847 0.943396226415094 0.469483568075117 0.48780487804878 0.99009900990099 0.490196078431373 0.480769230769231 0.485436893203884 0.476190476190476 0.490196078431373 0.492610837438424 1 0.510204081632653 0.497512437810945 0.956937799043062 0 0
"manufacturing" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.75187969924812 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.769230769230769 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.790513833992095 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.467289719626168 0 0 0.469483568075117 0 0.495049504950495 0 0 0 0 0.490196078431373 0.492610837438424 0.5 0 0 0.478468899521531 0 0
"programs" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.858369098712446 0.436681222707424 0.858369098712446 0.420168067226891 0.418410041841004 0.862068965517241 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 1.31578947368421 0.865800865800866 0.425531914893617 0.829875518672199 0.432900432900433 0.836820083682008 0.869565217391304 0.420168067226891 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0.480769230769231 0 0 0 0 0 0 0 0 0 0
"protect" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.873362445414847 0.429184549356223 0.840336134453782 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0.43859649122807 0.865800865800866 0.851063829787234 0.4149377593361 0.432900432900433 0.418410041841004 0.869565217391304 0.420168067226891 0.436681222707424 0 0.48780487804878 0 0 0 0 0 0 0 0 0.490196078431373 0 0 0 0 0.492610837438424 0.5 0 0 0.478468899521531 0 0
"reducing" 0 0.373134328358209 0 0 0 0.37593984962406 0 0 0 0 0.37593984962406 0 0 0 0 0 0 0.386100386100386 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.840336134453782 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.4149377593361 0.432900432900433 0.418410041841004 0.869565217391304 0.840336134453782 0.436681222707424 0 0 0 0 0 0 0 0.469483568075117 0 0 0 0.480769230769231 0 0 0 0 0 0 0.497512437810945 0 0 0
"analyze" 0.392156862745098 0.373134328358209 0.373134328358209 1.08695652173913 0.75187969924812 0.37593984962406 0.754716981132076 0.37037037037037 0.37593984962406 0.738007380073801 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.790513833992095 0.386100386100386 0.37037037037037 0.746268656716418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48780487804878 0 0 0 0 0 0 0 0.490196078431373 0 0 0 0 0 0 0 0 0 0 0
"cities" 0.392156862745098 0.373134328358209 0.373134328358209 0.72463768115942 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.738007380073801 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0.427350427350427 0.429184549356223 0 0 0.420168067226891 0.418410041841004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.467289719626168 0 0 0 0.48780487804878 0 0 0 0 0.476190476190476 0 0 0 0 0 0 0 0
"efficient" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.75187969924812 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.775193798449612 0.390625 0.790513833992095 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0.429184549356223 0 0 0 0 0.43859649122807 0 0.436681222707424 0.43859649122807 0 0 0 0 0 0 0 0 0.518134715025907 0 0 0 0 0 0 0 0 0.495049504950495 0 0 0 0 0 0 0 0 0 0 0 0
"industries" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.769230769230769 0.497512437810945 0.784313725490196 0.387596899224806 0.78125 0.395256916996047 0.386100386100386 0.37037037037037 0.746268656716418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.490196078431373 0.480769230769231 0 0.476190476190476 0 0.492610837438424 0 0 0 0.478468899521531 0 0
"pollution" 0 0 0 0 0 0 0 0 0 0 0.37593984962406 0 0 0 0 0 0.395256916996047 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.836820083682008 0.431034482758621 0.881057268722467 0.43859649122807 0.873362445414847 0.873362445414847 0.43859649122807 0.432900432900433 0.851063829787234 0.4149377593361 0.432900432900433 0.418410041841004 0.434782608695652 0.840336134453782 0.873362445414847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"supply" 0 0 0 0 0 0 0 0 0 0 0 0.384615384615385 0 0 0 0 0.395256916996047 0.386100386100386 0 0 0 0.429184549356223 0 0 0 0 0 0 0 0 0 0 0.432900432900433 0 0 0 0 0 0 0 1.03626943005181 0.48780487804878 0.975609756097561 0.471698113207547 0.934579439252336 0.492610837438424 0.471698113207547 0.469483568075117 0.48780487804878 0.99009900990099 0.490196078431373 0.480769230769231 0.485436893203884 0.476190476190476 0.490196078431373 0.492610837438424 0.5 0.510204081632653 0.497512437810945 0.478468899521531 0 0
"ecosystems" 0 0 0 0 0 0.37593984962406 0 0 0 0 0 0 0 0 0 0 0.395256916996047 0 0 0 0.427350427350427 0.429184549356223 0.873362445414847 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.881057268722467 0.43859649122807 0.436681222707424 0.873362445414847 0.87719298245614 0.432900432900433 0.851063829787234 0.4149377593361 0.865800865800866 0.418410041841004 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"industrial" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.858369098712446 0.436681222707424 0.858369098712446 0.420168067226891 0.418410041841004 0.862068965517241 0.440528634361233 0.43859649122807 0.436681222707424 0.873362445414847 0.43859649122807 0.432900432900433 0.851063829787234 0.4149377593361 0.432900432900433 0.418410041841004 0.434782608695652 0.840336134453782 0.436681222707424 0 0 0.48780487804878 0 0 0 0 0 0.48780487804878 0 0 0 0 0 0 0 0 0 0 0 0 0
"impact" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.854700854700855 0.429184549356223 1.31004366812227 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.4149377593361 0.865800865800866 0.418410041841004 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0.471698113207547 0 0 0 0 0 0 0 0 0 0 0.490196078431373 0 0 0 0.497512437810945 0 0 0
"plastic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.836820083682008 0.431034482758621 0.440528634361233 0.87719298245614 0.873362445414847 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.829875518672199 0.865800865800866 0.418410041841004 0.434782608695652 0.420168067226891 0.873362445414847 0 0 0 0 0 0 0 0 0 0 0 0 0.485436893203884 0 0 0 0 0 0 0 0 0
"tax" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.425531914893617 0 0 0 0 0 0 0.518134715025907 0.48780487804878 0.48780487804878 0.943396226415094 0.934579439252336 0.985221674876847 0.471698113207547 0.938967136150235 0.48780487804878 0.99009900990099 0.490196078431373 0.480769230769231 0.485436893203884 0.476190476190476 0.490196078431373 0.492610837438424 1 0.510204081632653 0.497512437810945 0.478468899521531 0 0
"tech" 0.784313725490196 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.769230769230769 0.497512437810945 0.784313725490196 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.492610837438424 0 0.469483568075117 0 0 0 0.480769230769231 0 0 0 0 0.5 0 0 0 0 0
"wind" 0 0 0 0 0 0.37593984962406 0 0 0 0 0 0 0 0 0 0 0 0.386100386100386 0 0 0.427350427350427 0.429184549356223 0.873362445414847 0.429184549356223 0.420168067226891 0.418410041841004 0.862068965517241 0.440528634361233 0.87719298245614 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.4149377593361 0.432900432900433 0.418410041841004 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0 0.934579439252336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"agriculture" 0 0 0 0 0 0 0 0.37037037037037 0 0 0 0 0 0 0.387596899224806 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 1.28755364806867 0.420168067226891 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.829875518672199 0.432900432900433 0.418410041841004 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0.480769230769231 0 0 0 0 0 0 0 0 0 0
"community" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.858369098712446 0.420168067226891 0.418410041841004 0.431034482758621 0.881057268722467 0.43859649122807 0.873362445414847 0.873362445414847 0.43859649122807 0.865800865800866 0.425531914893617 0.4149377593361 0.432900432900433 0.836820083682008 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"development" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.75187969924812 0.769230769230769 0.497512437810945 0.784313725490196 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.518134715025907 0 0 0 0.467289719626168 0 0 0 0 0 0 0 0 0 0 0 0 0.510204081632653 0 0 0 0
"enable" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.78125 0.790513833992095 0.772200772200772 0.37037037037037 0.373134328358209 0 0 0 0 0.420168067226891 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.467289719626168 0 0 0 0 0.495049504950495 0 0 0 0 0 0 0 0 0 0 0 0
"enhance" 0.392156862745098 0.746268656716418 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.75187969924812 0.384615384615385 0.497512437810945 0.784313725490196 0.387596899224806 0.390625 0.790513833992095 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0.43859649122807 0 0 0 0 0 0 0 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ensure" 0 0 0 0 0 0 0 0 0.37593984962406 0 0 0 0 0.392156862745098 0 0 0 0 0 0 0 0 0 0 0 0.418410041841004 0 0 0 0 0 0 0 0 0 0.432900432900433 0 0 0 0.436681222707424 0.518134715025907 0.48780487804878 0.48780487804878 0.471698113207547 0.467289719626168 0.492610837438424 0.471698113207547 0.469483568075117 0.48780487804878 0.495049504950495 0.490196078431373 0.480769230769231 0.485436893203884 0.476190476190476 0.980392156862745 0.492610837438424 0.5 0.510204081632653 0.497512437810945 0.478468899521531 0 0
"human" 0.392156862745098 0.746268656716418 0.373134328358209 0.72463768115942 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.775193798449612 0.390625 0.395256916996047 0.386100386100386 0.740740740740741 0.746268656716418 0 0 0 0 0 0 0 0 0 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"learning" 0.784313725490196 0.373134328358209 1.11940298507463 0.72463768115942 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.784313725490196 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.471698113207547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"management" 0 0 0.746268656716418 0 0 0 0 0.37037037037037 0 0 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.873362445414847 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.440528634361233 0.43859649122807 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.4149377593361 0.432900432900433 0.418410041841004 0.869565217391304 0.420168067226891 0.436681222707424 0.518134715025907 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"offer" 0 0 0 0 0 0 0 0 0 0.3690036900369 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.418410041841004 0.862068965517241 0.440528634361233 0.87719298245614 0.436681222707424 0.436681222707424 0.43859649122807 0.432900432900433 0.425531914893617 0.4149377593361 0.432900432900433 0.836820083682008 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0 0 0.492610837438424 0 0 0 0.495049504950495 0 0 0 0 0 0 0 0 0 0 0 0
"patterns" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.75187969924812 0.377358490566038 0.37037037037037 0.37593984962406 0.738007380073801 0.37593984962406 0.384615384615385 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0.420168067226891 0 0 0 0 0.436681222707424 0 0 0 0.425531914893617 0 0.432900432900433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"restoration" 0 0 0 0 0 0 0 0 0 0.3690036900369 0 0 0 0 0 0 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.881057268722467 0.43859649122807 0.436681222707424 0.436681222707424 0.87719298245614 0.865800865800866 0.851063829787234 0.4149377593361 0.432900432900433 0.418410041841004 0.434782608695652 0.840336134453782 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trade" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0.518134715025907 0.975609756097561 0.48780487804878 0.471698113207547 0.467289719626168 0.492610837438424 0.471698113207547 0.469483568075117 0.48780487804878 0.495049504950495 0.490196078431373 0.961538461538462 0.970873786407767 0.476190476190476 0.490196078431373 0.492610837438424 0.5 1.02040816326531 0.497512437810945 0.956937799043062 0 0
"weather" 0 0 0 0 0 0 0 0.37037037037037 0 0.3690036900369 0 0 0 0 0 0.390625 0 0 0 0 0.427350427350427 0.429184549356223 0.436681222707424 0.429184549356223 0.420168067226891 0.418410041841004 0.431034482758621 0.440528634361233 0.87719298245614 0.436681222707424 0.436681222707424 0.43859649122807 0.865800865800866 0.425531914893617 0.4149377593361 0.432900432900433 0.418410041841004 0.434782608695652 0.420168067226891 0.436681222707424 0 0 0 0 0 0 0 0 0 0 0 0 0.485436893203884 0 0 0 0 0 0 0 0 0
"access" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.37593984962406 0.3690036900369 0.37593984962406 0.384615384615385 0.497512437810945 0.784313725490196 0.775193798449612 0.390625 0.395256916996047 0.386100386100386 0.37037037037037 0.373134328358209 0 0 0 0 0 0 0 0.440528634361233 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48780487804878 0 0.471698113207547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"algorithms" 0.392156862745098 0.373134328358209 0.373134328358209 0.36231884057971 0.37593984962406 0.37593984962406 0.377358490566038 0.37037037037037 0.75187969924812 0.3690036900369 0.37593984962406 0.769230769230769 0.497512437810945 0.392156862745098 0.387596899224806 0.390625 0.395256916996047 0.386100386100386 0.740740740740741 0.373134328358209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48780487804878 0 0 0 0 0 0 0 0 0 0 0 0 0.490196078431373 0 0 0 0 0 0 0
